product name,url,image url,brand
Men SteertAhead Running Shoes,https://myntr.it/tx2dnR9,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/10/t7F9aOpU_fbaf3e885a8f4d66a8b9fdd9aa37eae8.jpg,Myntra
Men Propulsion Running Shoes,https://myntr.it/ggEBLWd,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2026/JANUARY/15/P3JJfoo7_d5cc1b3dc9fd4d7bbc819add78deeb85.jpg,Myntra
FlexFlare Men's Running Shoes,https://myntr.it/lcc6OjM,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/MARCH/2/ZhPOgcmu_8d53d48701fa48fbb0d4daf10af01a28.jpg,Myntra
Men Running Sports Shoes,https://myntr.it/0wzwBgn,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/18/vck52kRa_ad92c8e463d94a4ea17e2c46155fd248.jpg,Myntra
Men Altrun Running Shoes,https://myntr.it/tkm4Uu9,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2026/JANUARY/27/smfo9EB4_be2a41fadc8c419c949b18463e908eec.jpg,Myntra
Men Running Shoes,https://myntr.it/gkrh3MU,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/19689378/2022/8/27/bfa0c2f3-68f4-442e-bfce-7c78884859d51661545264815ASIANMenGreyMeshRunningNon-MarkingShoes1.jpg,Myntra
Men Running Shoes,https://myntr.it/0eTbOlP,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2026/JANUARY/31/jxbMxx43_6455c67fb8024fa3bd6a317afd509528.jpg,Myntra
Men Jolt 4 Running Shoes,https://myntr.it/hMxqIhj,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/29913328/2025/3/17/43819617-cb0c-4ac2-b237-070f9c6183b71742210801245-ASICS-Men-Jolt-4-Woven-Design-Running-Shoes-2421742210800908-1.jpg,Myntra
Men Runergy Lt Pulsar Shoes,https://myntr.it/j5xJsof,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/21/L4jMlb3L_10071fc88ea44671adeffd46115b0de9.jpg,Myntra
Men Active Running Shoes,https://myntr.it/gpYL50Z,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/34024357/2025/7/7/ce5b2f92-2baa-49bc-ad20-73fa22856d911751878743343-HRX-by-Hrithik-Roshan-Men-Mesh-Regular-Running-Non-Marking-S-1.jpg,Myntra
Men Lace-Up Running Shoes,https://myntr.it/idKhKag,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/25522112/2023/10/17/8ca1cb05-31f1-4add-9a51-b723773eee491697556265300HRXbyHrithikRoshanMenWhiteMeshRunningNon-MarkingShoes1.jpg,Myntra
HRX-235 02 Running Shoes,https://myntr.it/77XjhR7,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/32093863/2024/12/26/9b0856d6-c960-431f-8801-ed6700caf4fa1735211014374SportsShoes1.jpg,Myntra
Men Active Running Shoes,https://myntr.it/oT1oTpb,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/34464330/2025/6/4/12bb59e0-4912-4925-8030-25593bea372b1749020075385-HRX-by-Hrithik-Roshan-Men-Lace-Up-Running-Non-Marking-Shoes--1.jpg,Myntra
Track-Broader Men Running Shoe,https://myntr.it/3xh7Yrb,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/8/aQngiUeW_6341540bc748489199c6c7e38b24d874.jpg,Myntra
Men Mesh Running Shoes,https://myntr.it/CqOiluY,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/28471132/2024/3/23/b8737e28-3a79-4460-8019-36140b009a931711208513377SportsShoes1.jpg,Myntra
Men Running Shoes,https://myntr.it/XCj7NN9,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2024/NOVEMBER/27/rIsg6U3R_2ccecd1e5ffa43aea57ef404564d5381.jpg,Myntra
Men ENRY Flux Running Shoes,https://myntr.it/flG5Gtp,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/15/j8uCvIpn_49b17c5962f34817af7a73ed9947663e.jpg,Myntra
Men Gel-Contend 5B Running,https://myntr.it/UTgA8Mv,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/26376300/2024/2/1/4772e9ea-bf87-4abe-a91c-eef69964cedb1706777172091-ASICS-Men-Woven-Design-Round-Toe-Gel-Contend-5B-Running-Shoe-1.jpg,Myntra
Men Propulsion Running Shoes,https://myntr.it/pO7AY9U,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/14149604/2022/4/25/5c543044-e290-4376-9847-d9d7dce4e5a81650874345606HRXbyHrithikRoshanMenBlackPropulsionRunningShoes1.jpg,Myntra
